#MCS	Surface_energy
104800	7348.4973732309745
104900	7274.814900949872
105000	7927.849922781041
105100	7521.001475677047
105200	7298.250035009185
105300	8344.44841063588
105400	7204.584786846152
105500	7776.050799828112
105600	7423.854913353508
105700	8058.123550822473
105800	7923.720005305889
105900	7733.225918611073
106000	7728.747128396295
106100	7449.752008811943
106200	7330.379168939127
106300	6722.225103578474
106400	7690.785562874603
106500	7134.508524972014
106600	7974.31393837865
106700	7194.447647719187
106800	7493.012949933355
106900	7456.174603601008
107000	7391.963782937131
107100	7647.14626440691
107200	7901.045729923925
107300	7646.1731225413305
107400	8185.566553256506
107500	8022.8033425226
107600	7683.741267620792
107700	7370.506207421396
107800	8031.2100279233755
107900	8109.887683004016
108000	7786.065022450907
108100	8203.049681164335
108200	7934.907701909555
108300	8350.917409289188
108400	7513.564155501715
108500	7367.86057490562
108600	8194.998589515773
108700	8164.420203315225
108800	7954.851391521927
108900	8192.429001456667
109000	7648.051566346752
109100	7659.994595944487
109200	8266.22904197785
109300	8215.963752773701
109400	8709.322636457906
109500	8460.387257548406
109600	7837.867066510471
109700	8694.129766781969
109800	8344.211449464105
109900	7736.793733142262
110000	7730.074076787457
110100	8160.453550206674
110200	8787.802958156506
110300	8415.704863327368
110400	7609.519743595177
110500	8678.482102410031
110600	8319.741400382349
110700	8403.869875956203
110800	8600.299549477504
110900	8240.373295424455
111000	8489.062366643011
111100	8720.511294709113
111200	8880.595023491922
111300	8289.986393210427
111400	8572.473876992502
111500	9229.067424435178
111600	8570.235044067342
111700	8835.616720345019
111800	8820.58918773675
111900	9429.429395587122
112000	8558.22376955015
112100	8958.44597611263
112200	9063.39604886252
112300	8731.938783692642
112400	8980.408092377342
112500	7996.561899242991
112600	8789.602907878354
112700	8209.374593106897
112800	9006.293105953331
112900	9086.584188469666
113000	9322.651258225138
113100	8936.662782529616
113200	8245.878092766134
113300	9505.939391177213
113400	9001.91828623649
113500	8708.888451417695
113600	8651.021255117706
113700	8805.48866870846
113800	9453.89645694102
113900	8651.175108791214
114000	9001.56717568577
114100	9170.439515198175
114200	8591.840092378045
114300	9463.914181891245
114400	8764.563537594448
114500	9094.298373902444
114600	9270.62868707382
114700	8943.12454071239
114800	8522.7257495567
114900	8824.644644532153
115000	9404.287969439205
115100	9342.143406913596
115200	8977.845632443368
115300	9366.55443935074
115400	8822.421783224587
115500	8604.234131331732
115600	8381.378523624766
115700	9132.83344028276
115800	9079.092595293008
115900	8932.113619759275
116000	9096.243990440795
116100	8991.278962883891
116200	9127.81699902866
116300	8369.56476697593
116400	9609.556213552152
116500	8360.686590562937
116600	8955.477405498168
116700	8555.933989990936
116800	8588.805670737622
116900	9226.963258579202
117000	8576.765883001075
117100	8509.299948870466
117200	8455.044797598915
117300	8296.904423967231
117400	8633.488506151834
117500	9214.51197366922
117600	8560.18688635531
117700	8530.044153164241
117800	8743.644406900929
117900	8392.562259828363
118000	8420.425544977863
118100	7843.284492292927
118200	9322.2554402269
118300	8934.934354332469
118400	9100.58581700525
118500	8069.210273735199
118600	8044.970164491184
118700	8628.081190816065
118800	8334.290582330557
118900	8822.120612028697
119000	8402.963143015573
119100	9040.315783773945
119200	8590.198595869424
119300	9116.257161171667
119400	7888.963454121797
119500	8763.751359347125
119600	8386.082329570478
119700	8627.354124019163
119800	7962.7785143894325
119900	7919.7421680661755
120000	7681.453121295419
120100	8120.21774905836
120200	8164.522194904863
120300	8920.11650969378
120400	9013.751078088504
120500	8397.11871620963
120600	8251.756006631607
120700	7942.333123651245
120800	8086.51606098933
120900	8398.55152787299
121000	8921.106373299881
121100	7948.768415623793
121200	7928.188442346215
121300	7839.804759080295
121400	8288.851476569818
121500	7996.057474418339
121600	8344.505573439676
121700	8233.444421387361
121800	8353.565118933151
121900	8280.368265930048
122000	8084.774207074696
122100	8862.258025260755
122200	8397.229105171986
122300	8235.018576653707
122400	8881.138543013376
122500	8543.074107162656
122600	8969.6773657866
122700	8352.103993597198
