#MCS	Total_energy
101300	365992.61346603656
101400	365962.8517014331
101500	366313.14796410216
101600	367260.45595415024
101700	367483.9353440002
101800	367428.72942392173
101900	368436.52159031504
102000	368172.16730088193
102100	368852.8544086017
102200	368489.10835747496
102300	368523.62725079904
102400	368413.78872470086
102500	368919.88848463126
102600	369508.2279504397
102700	370415.24226956355
102800	370207.2550901679
102900	371029.855073241
103000	370430.9289665976
103100	370590.7954223481
103200	371278.6809917828
103300	371899.13003169117
103400	372439.6839219785
103500	372304.8477522845
103600	372430.09751769295
103700	372786.0853837877
103800	373335.9551391426
103900	373583.8732669368
104000	373426.08251742565
104100	374190.30307901255
104200	374368.44602120447
104300	374421.8170672786
104400	374532.8306333791
104500	375846.3487000534
104600	375704.54833645147
104700	375781.48108762334
104800	376019.85329648707
104900	375238.067659215
105000	376331.65348504425
105100	376650.70882622665
105200	376276.2738880056
105300	376299.8290225026
105400	376989.0156791521
105500	377923.884947939
105600	377974.6727553306
105700	378730.2241064891
105800	379489.3376566759
105900	378595.15689476463
106000	379590.6529025319
106100	379682.57614609826
106200	379417.6985160354
106300	380339.6018893178
106400	380159.9346250613
106500	381430.9005362514
106600	380812.09915454686
106700	381210.83102480415
106800	382749.07157757133
106900	381691.74998262874
107000	382052.6348200769
107100	382678.9370705744
107200	382654.2014057313
107300	383342.9372495924
107400	383769.50557124213
107500	384505.88937087014
107600	384701.877645275
107700	385341.44728184334
107800	384788.27708104806
107900	386439.4673779039
108000	385599.846047612
108100	386058.73110477877
108200	386271.9395332906
108300	387221.4601590062
108400	387800.0925354395
108500	388618.06319344207
108600	387932.8271977152
108700	387723.8850022199
108800	388394.52838564
108900	388292.1075742431
109000	388650.0028180864
109100	389045.4884909543
109200	389915.63011699216
109300	389897.02726899064
109400	389769.90946294373
109500	391215.3075638225
109600	391005.1797147541
109700	391893.78821494966
109800	391970.35661482625
109900	391434.4134476222
110000	392441.44782720756
110100	392119.3009014775
110200	392283.89711816097
110300	393324.9917300013
110400	393215.96365740657
110500	394053.4424589897
110600	393417.83132020524
110700	394192.73660915706
110800	394761.45513144624
110900	396366.7575673584
111000	396202.5890068501
111100	395383.8642561448
111200	396177.181550185
111300	396843.5744913725
111400	396349.81471447105
111500	397449.8324337027
111600	397298.24671674974
111700	398350.451809378
111800	398432.8345197591
111900	397321.4761212782
112000	398423.9958799332
112100	399193.30360491684
112200	398598.85329850996
112300	399306.154346841
112400	399611.5095490327
112500	400704.40243575105
112600	400984.96262747666
112700	401246.1998082169
112800	402388.531894687
112900	402239.6939656014
113000	402376.67883198475
113100	403045.06564916857
113200	403660.9368988625
113300	404501.4574101091
113400	404146.3647679071
113500	404363.1077718751
113600	404334.7089378808
113700	405039.75245497277
113800	405578.5686145018
113900	405490.6898848912
114000	406361.7159556963
114100	407030.9351515587
114200	406898.3913782443
114300	407463.33271963865
114400	408188.0425605472
114500	407315.6845026178
114600	408612.7711141425
114700	408654.46641745267
114800	409612.8690090212
114900	409585.38080791367
115000	409423.54834067624
115100	409738.28071271954
115200	410622.20213082305
115300	410168.2335870415
115400	410928.81376854173
115500	412412.4222620222
115600	412251.1909048353
115700	412543.2906420162
115800	412146.2772857138
115900	413437.0216642773
116000	413632.3443645383
116100	413994.2329506135
116200	414106.18360428116
116300	414215.68074735225
116400	414234.9895728953
116500	414892.05117355206
116600	416505.18834189646
116700	416823.94906578487
116800	416617.099014629
116900	417232.0335515289
117000	416692.45498057414
117100	417581.9945309413
117200	417808.0859567862
117300	418038.96548300714
117400	417564.7253826743
117500	419165.37549924786
117600	418632.5497068311
117700	419436.28516197763
117800	419850.6127244545
117900	420262.46345660166
118000	420536.1149614015
118100	420971.73144032585
118200	421546.2100165004
118300	421742.01379044243
118400	422046.4551256623
118500	422854.75484980934
118600	422392.88181428774
118700	423122.6098743179
118800	423005.019069062
118900	423500.0263187119
119000	423990.34041352995
119100	424733.6071845313
119200	425291.5148917902
119300	424958.00214958476
119400	425191.710444068
119500	425992.00579681323
119600	426639.6952382088
119700	426838.389223299
119800	426921.77546585724
119900	427079.56625956984
120000	428110.90572548483
120100	428275.3956424641
120200	426891.75562803785
120300	427833.8974354289
120400	428671.1515472253
120500	428630.5478865128
120600	429267.9821547841
120700	429555.52782131854
120800	429783.1600865837
120900	430008.33870763157
121000	430244.42826625245
121100	431140.02940363047
121200	431193.2463155538
121300	431998.077810019
121400	432321.01669275685
121500	432301.0144842886
121600	432952.3830302436
121700	432824.41277479817
121800	433235.1099623749
121900	434202.06364584423
122000	433552.49731992075
122100	434168.94488216826
122200	435500.5348377037
122300	434497.26842176006
122400	435929.32768278406
122500	436083.2802476035
122600	435868.82927227
122700	437071.81552358245
122800	437383.53718625515
122900	437205.0681086271
123000	437433.64617985516
123100	437881.2717976453
123200	438327.96937146224
123300	438416.7969929556
123400	438393.05271194514
123500	438848.8703198105
123600	439110.09331464814
123700	439573.55937222287
123800	439287.2973398231
123900	439807.8960715183
124000	441100.44870645733
124100	441445.637499178
124200	441554.8551087738
124300	442006.06741426815
124400	442512.61925198324
124500	442593.391021428
124600	443121.02467939013
124700	442771.2232788791
124800	444018.6451445684
124900	443260.6917988318
125000	443656.71745524043
125100	444489.1263024455
125200	444664.4109798781
125300	444677.765850991
125400	445895.39012391126
